"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00014739","BOSTON, MA US","2020-10-08","15.43","0.00","0.0","57","63","48"
"USW00014739","BOSTON, MA US","2020-10-09","10.74","0.00","0.0","51","60","42"
"USW00014739","BOSTON, MA US","2020-10-10","19.46","0.00","0.0","63","78","54"
"USW00014739","BOSTON, MA US","2020-10-11","12.30","0.00","0.0","60","67","51"
"USW00014739","BOSTON, MA US","2020-10-12","16.11","0.00","0.0","52","54","50"
"USW00014739","BOSTON, MA US","2020-10-13","14.76","1.50","0.0","55","58","51"
"USW00014739","BOSTON, MA US","2020-10-14","8.72","0.00","0.0","58","70","51"
"USW00014739","BOSTON, MA US","2020-10-15","12.30","0.00","0.0","59","72","48"
"USW00014739","BOSTON, MA US","2020-10-16","9.40","0.77","0.0","61","71","50"
"USW00014739","BOSTON, MA US","2020-10-17","12.75","1.16","0.0","51","58","42"
"USW00014739","BOSTON, MA US","2020-10-18","6.93","0.00","0.0","49","58","40"
"USW00014739","BOSTON, MA US","2020-10-19","5.14","0.00","0.0","51","58","44"
"USW00014739","BOSTON, MA US","2020-10-20","5.82","0.00","0.0","56","67","49"
"USW00014739","BOSTON, MA US","2020-10-21","7.61","0.06","0.0","58","65","56"
"USW00014739","BOSTON, MA US","2020-10-22","7.16","0.00","0.0","62","67","54"
"USW00014739","BOSTON, MA US","2020-10-23","6.93","0.00","0.0","57","62","55"
"USW00014739","BOSTON, MA US","2020-10-24","11.41","0.00","0.0","60","70","46"
"USW00014739","BOSTON, MA US","2020-10-25","10.07","0.00","0.0","47","50","43"
"USW00014739","BOSTON, MA US","2020-10-26","9.62","0.01","0.0","50","53","48"
"USW00014739","BOSTON, MA US","2020-10-27","8.28","0.00","0.0","51","54","44"
"USW00014739","BOSTON, MA US","2020-10-28","6.04","0.27","0.0","47","51","44"
"USW00014739","BOSTON, MA US","2020-10-29","9.62","0.91","0.0","47","49","43"
"USW00014739","BOSTON, MA US","2020-10-30","14.54","0.26","4.3","37","44","30"
"USW00014739","BOSTON, MA US","2020-10-31","6.71","0.00","0.0","33","42","28"
"USW00014739","BOSTON, MA US","2020-11-01","6.49","0.62","0.0","42","50","37"
"USW00014739","BOSTON, MA US","2020-11-02","19.24","0.00","0.0","42","44","33"
"USW00014739","BOSTON, MA US","2020-11-03","14.54","0.00","0.0","38","43","32"
"USW00014739","BOSTON, MA US","2020-11-04","8.50","0.00","0.0","40","54","33"
"USW00014739","BOSTON, MA US","2020-11-05","15.21","0.00","0.0","57","70","49"
"USW00014739","BOSTON, MA US","2020-11-06","12.30","0.00","0.0","61","72","55"
"USW00014739","BOSTON, MA US","2020-11-07","7.61","0.00","0.0","61","74","49"
"USW00014739","BOSTON, MA US","2020-11-08","4.25","0.00","0.0","60","70","49"
"USW00014739","BOSTON, MA US","2020-11-09","2.46","0.00","0.0","51","62","45"
"USW00014739","BOSTON, MA US","2020-11-10","9.84","0.00","0.0","58","75","48"
"USW00014739","BOSTON, MA US","2020-11-11","14.32","0.01","0.0","64","73","56"
"USW00014739","BOSTON, MA US","2020-11-12","9.84","0.00","0.0","61","66","47"
"USW00014739","BOSTON, MA US","2020-11-13","12.08","0.22","0.0","48","49","40"
"USW00014739","BOSTON, MA US","2020-11-14","10.07","0.00","0.0","43","49","38"
"USW00014739","BOSTON, MA US","2020-11-15","12.30","0.34","0.0","41","58","33"
"USW00014739","BOSTON, MA US","2020-11-16","12.75","0.05","0.0","51","53","42"
"USW00014739","BOSTON, MA US","2020-11-17","11.41","0.00","0.0","43","48","35"
"USW00014739","BOSTON, MA US","2020-11-18","14.09","0.00","0.0","33","35","23"
"USW00014739","BOSTON, MA US","2020-11-19","12.75","0.00","0.0","29","46","22"
"USW00014739","BOSTON, MA US","2020-11-20","17.00","0.00","0.0","51","64","45"
"USW00014739","BOSTON, MA US","2020-11-21","9.17","0.00","0.0","55","62","42"
"USW00014739","BOSTON, MA US","2020-11-22","13.65","0.00","0.0","42","47","35"
"USW00014739","BOSTON, MA US","2020-11-23","13.65","1.81","0.0","49","59","36"
"USW00014739","BOSTON, MA US","2020-11-24","11.41","0.00","0.0","39","44","29"
"USW00014739","BOSTON, MA US","2020-11-25","4.25","0.01","0.0","37","51","27"
"USW00014739","BOSTON, MA US","2020-11-26","5.82","0.29","0.0","49","59","40"
"USW00014739","BOSTON, MA US","2020-11-27","4.25","0.00","0.0","49","55","39"
"USW00014739","BOSTON, MA US","2020-11-28","8.05","0.00","0.0","49","54","41"
"USW00014739","BOSTON, MA US","2020-11-29","8.05","0.00","0.0","44","52","38"
"USW00014739","BOSTON, MA US","2020-11-30","16.78","0.85","0.0","46","63","38"
"USW00014739","BOSTON, MA US","2020-12-01","15.66","0.41","0.0","59","63","42"
"USW00014739","BOSTON, MA US","2020-12-02","13.42","0.00","0.0","41","43","35"
"USW00014739","BOSTON, MA US","2020-12-03","12.53","0.00","0.0","41","50","33"
"USW00014739","BOSTON, MA US","2020-12-04","13.20","0.02","0.0","47","58","40"
"USW00014739","BOSTON, MA US","2020-12-05","18.12","1.72","0.3","43","47","33"
"USW00014739","BOSTON, MA US","2020-12-06","17.22","0.00","0.0","34","37","29"
"USW00014739","BOSTON, MA US","2020-12-07","10.29","0.00","0.0","30","35","27"
"USW00014739","BOSTON, MA US","2020-12-08","13.42","0.00","0.0","29","31","26"
"USW00014739","BOSTON, MA US","2020-12-09","7.61","0.00","0.0","29","36","24"
"USW00014739","BOSTON, MA US","2020-12-10","9.62","0.00","0.0","38","45","34"
"USW00014739","BOSTON, MA US","2020-12-11","8.28","0.00","0.0","39","51","28"
"USW00014739","BOSTON, MA US","2020-12-12","5.82","0.50","0.0","42","47","35"
"USW00014739","BOSTON, MA US","2020-12-13","6.93","0.00","0.0","47","59","40"
"USW00014739","BOSTON, MA US","2020-12-14","7.83","0.06","0.0","38","40","34"
"USW00014739","BOSTON, MA US","2020-12-15","13.87","0.00","0.0","33","36","23"
"USW00014739","BOSTON, MA US","2020-12-16","13.20","0.04","0.4","22","30","16"
"USW00014739","BOSTON, MA US","2020-12-17","22.59","1.30","12.3","26","32","21"
"USW00014739","BOSTON, MA US","2020-12-18","10.29","0.00","0.0","25","30","21"
"USW00014739","BOSTON, MA US","2020-12-19","6.04","0.00","0.0","23","31","17"
"USW00014739","BOSTON, MA US","2020-12-20","3.58","0.03","0.0","29","36","26"
"USW00014739","BOSTON, MA US","2020-12-21","5.59","0.00","0.0","33","37","27"
"USW00014739","BOSTON, MA US","2020-12-22","11.63","0.00","0.0","38","44","32"
"USW00014739","BOSTON, MA US","2020-12-23","10.07","0.00","0.0","35","38","30"
"USW00014739","BOSTON, MA US","2020-12-24","12.97","0.00","0.0","39","53","30"
"USW00014739","BOSTON, MA US","2020-12-25","19.69","1.49","0.0","53","60","40"
"USW00014739","BOSTON, MA US","2020-12-26","17.00","0.00","0.0","36","40","28"
"USW00014739","BOSTON, MA US","2020-12-27","8.95","0.00","0.0","31","38","25"
"USW00014739","BOSTON, MA US","2020-12-28","9.40","0.00","0.0","37","49","28"
"USW00014739","BOSTON, MA US","2020-12-29","15.43","0.00","0.0","37","42","24"
"USW00014739","BOSTON, MA US","2020-12-30","11.86","0.00","0.0","28","41","24"
"USW00014739","BOSTON, MA US","2020-12-31","14.32","0.10","0.0","42","45","33"
